source,disease,symptom_tags,symptom_text,num_symptoms
fhai50032_symptoms_to_disease_7k,Interstitial Lung Disease,the_primary_signs_and_symptoms_of_interstitial_lung_disease_are:_shortness_of_breath_at_rest_or_aggravated_by_exertion_dry_cough_when_to_see_a_doctor_by_the_time_symptoms_appear|irreversible_lung_damage_has_often_already_occurred._nevertheless|it's_important_to_see_your_doctor_at_the_first_sign_of_breathing_problems._many_conditions_other_than_interstitial_lung_disease_can_affect_your_lungs|and_getting_an_early_and_accurate_diagnosis_is_important_for_proper_treatment.,"the primary signs and symptoms of interstitial lung disease are: shortness of breath at rest or aggravated by exertion dry cough when to see a doctor by the time symptoms appear, irreversible lung damage has often already occurred. nevertheless, it's important to see your doctor at the first sign of breathing problems. many conditions other than interstitial lung disease can affect your lungs, and getting an early and accurate diagnosis is important for proper treatment.",4
fhai50032_symptoms_to_disease_7k,Intestinal Ischemia,signs_and_symptoms_of_intestinal_ischemia_can_develop_suddenly_(acute)_or_gradually_(chronic)._signs_and_symptoms_may_be_different_from_one_person_to_the_next|but_there_are_some_generally_recognized_patterns_that_suggest_intestinal_ischemia._symptoms_of_sudden_(acute)_intestinal_ischemia_signs_and_symptoms_of_acute_intestinal_ischemia_typically_include:_sudden_belly_(abdominal)_pain_that_may_be_mild|moderate_or_severe_an_urgent_need_to_have_a_bowel_movement_frequent|forceful_bowel_movements_abdominal_tenderness_or_bloating_(distention)_blood_in_your_stool_nausea_and_vomiting_mental_confusion_in_older_adults_symptoms_of_gradually_developing_(chronic)_intestinal_ischemia_signs_and_symptoms_of_chronic_intestinal_ischemia_can_include:_abdominal_cramps_or_fullness|usually_within_30_minutes_after_eating|and_lasting_1_to_3_hours_abdominal_pain_that_gets_gradually_worse_over_weeks_or_months_fear_of_eating_because_of_pain_that_happens_after_eating_unintended_weight_loss_diarrhea_nausea_and_vomiting_bloating,"signs and symptoms of intestinal ischemia can develop suddenly (acute) or gradually (chronic). signs and symptoms may be different from one person to the next, but there are some generally recognized patterns that suggest intestinal ischemia. symptoms of sudden (acute) intestinal ischemia signs and symptoms of acute intestinal ischemia typically include: sudden belly (abdominal) pain that may be mild, moderate or severe an urgent need to have a bowel movement frequent, forceful bowel movements abdominal tenderness or bloating (distention) blood in your stool nausea and vomiting mental confusion in older adults symptoms of gradually developing (chronic) intestinal ischemia signs and symptoms of chronic intestinal ischemia can include: abdominal cramps or fullness, usually within 30 minutes after eating, and lasting 1 to 3 hours abdominal pain that gets gradually worse over weeks or months fear of eating because of pain that happens after eating unintended weight loss diarrhea nausea and vomiting bloating",6
fhai50032_symptoms_to_disease_7k,Intestinal Obstruction,signs_and_symptoms_of_intestinal_obstruction_include:_crampy_abdominal_pain_that_comes_and_goes_loss_of_appetite_constipation_vomiting_inability_to_have_a_bowel_movement_or_pass_gas_swelling_of_the_abdomen,signs and symptoms of intestinal obstruction include: crampy abdominal pain that comes and goes loss of appetite constipation vomiting inability to have a bowel movement or pass gas swelling of the abdomen,1
fhai50032_symptoms_to_disease_7k,Intracranial Hematoma,you_might_develop_signs_and_symptoms_of_an_intracranial_hematoma_right_after_a_head_injury|or_they_may_take_weeks_or_longer_to_appear._you_might_seem_fine_after_a_head_injury._this_period_is_called_the_lucid_interval._over_time|pressure_on_your_brain_increases|producing_some_or_all_of_the_following_signs_and_symptoms:_headache_that_gets_worse_vomiting_drowsiness_and_progressive_loss_of_consciousness_dizziness_confusion_unequal_pupil_size_slurred_speech_loss_of_movement_(paralysis)_on_the_opposite_side_of_the_body_from_the_head_injury_as_more_blood_fills_your_brain_or_the_narrow_space_between_your_brain_and_skull|other_signs_and_symptoms_may_appear|such_as:_lethargy_seizures_unconsciousness,"you might develop signs and symptoms of an intracranial hematoma right after a head injury, or they may take weeks or longer to appear. you might seem fine after a head injury. this period is called the lucid interval. over time, pressure on your brain increases, producing some or all of the following signs and symptoms: headache that gets worse vomiting drowsiness and progressive loss of consciousness dizziness confusion unequal pupil size slurred speech loss of movement (paralysis) on the opposite side of the body from the head injury as more blood fills your brain or the narrow space between your brain and skull, other signs and symptoms may appear, such as: lethargy seizures unconsciousness",6
fhai50032_symptoms_to_disease_7k,Intussusception,children_the_first_sign_of_intussusception_in_an_otherwise_healthy_infant_may_be_sudden|loud_crying_caused_by_belly_pain._infants_who_have_belly_pain_may_pull_their_knees_to_their_chests_when_they_cry._the_pain_of_intussusception_comes_and_goes|usually_every_15_to_20_minutes_at_first._these_painful_episodes_last_longer_and_happen_more_often_as_time_passes._other_symptoms_of_intussusception_include:_stool_mixed_with_blood_and_mucus_—_sometimes_referred_to_as_currant_jelly_stool_because_of_its_appearance._vomiting._a_lump_in_the_belly._weakness_or_lack_of_energy._diarrhea._not_everyone_has_all_of_the_symptoms._some_infants_have_no_obvious_pain._some_children_don't_pass_blood_or_have_a_lump_in_the_belly._and_some_older_children_have_pain_but_no_other_symptoms._adults_intussusception_is_rare_in_adults._also|because_symptoms_of_the_disorder_often_overlap_with_the_symptoms_of_other_disorders|it's_more_challenging_to_identify._the_most_common_symptom_is_belly_pain_that_comes_and_goes._nausea_and_vomiting_also_may_occur._people_sometimes_have_symptoms_for_weeks_before_seeking_medical_attention.,"children the first sign of intussusception in an otherwise healthy infant may be sudden, loud crying caused by belly pain. infants who have belly pain may pull their knees to their chests when they cry. the pain of intussusception comes and goes, usually every 15 to 20 minutes at first. these painful episodes last longer and happen more often as time passes. other symptoms of intussusception include: stool mixed with blood and mucus — sometimes referred to as currant jelly stool because of its appearance. vomiting. a lump in the belly. weakness or lack of energy. diarrhea. not everyone has all of the symptoms. some infants have no obvious pain. some children don't pass blood or have a lump in the belly. and some older children have pain but no other symptoms. adults intussusception is rare in adults. also, because symptoms of the disorder often overlap with the symptoms of other disorders, it's more challenging to identify. the most common symptom is belly pain that comes and goes. nausea and vomiting also may occur. people sometimes have symptoms for weeks before seeking medical attention.",5
fhai50032_symptoms_to_disease_7k,Invasive Lobular Carcinoma,at_its_earliest_stages|invasive_lobular_carcinoma_may_cause_no_signs_and_symptoms._as_it_grows_larger|invasive_lobular_carcinoma_may_cause:_an_area_of_thickening_in_part_of_the_breast_a_new_area_of_fullness_or_swelling_in_the_breast_a_change_in_the_texture_or_appearance_of_the_skin_over_the_breast|such_as_dimpling_or_thickening_a_newly_inverted_nipple_invasive_lobular_carcinoma_is_less_likely_than_other_forms_of_breast_cancer_to_cause_a_firm_or_distinct_breast_lump.,"at its earliest stages, invasive lobular carcinoma may cause no signs and symptoms. as it grows larger, invasive lobular carcinoma may cause: an area of thickening in part of the breast a new area of fullness or swelling in the breast a change in the texture or appearance of the skin over the breast, such as dimpling or thickening a newly inverted nipple invasive lobular carcinoma is less likely than other forms of breast cancer to cause a firm or distinct breast lump.",4
fhai50032_symptoms_to_disease_7k,Iritis,iritis_can_occur_in_one_or_both_eyes._it_usually_develops_suddenly|and_can_last_up_to_three_months._signs_and_symptoms_of_iritis_include:_eye_redness_discomfort_or_achiness_in_the_affected_eye_sensitivity_to_light_decreased_vision_iritis_that_develops_suddenly|over_hours_or_days|is_known_as_acute_iritis._symptoms_that_develop_gradually_or_last_longer_than_three_months_indicate_chronic_iritis.,"iritis can occur in one or both eyes. it usually develops suddenly, and can last up to three months. signs and symptoms of iritis include: eye redness discomfort or achiness in the affected eye sensitivity to light decreased vision iritis that develops suddenly, over hours or days, is known as acute iritis. symptoms that develop gradually or last longer than three months indicate chronic iritis.",4
fhai50032_symptoms_to_disease_7k,Iron Deficiency Anemia,initially|iron_deficiency_anemia_can_be_so_mild_that_it_goes_unnoticed._but_as_the_body_becomes_more_deficient_in_iron_and_anemia_worsens|the_signs_and_symptoms_intensify._iron_deficiency_anemia_signs_and_symptoms_may_include:_extreme_fatigue_weakness_pale_skin_chest_pain|fast_heartbeat_or_shortness_of_breath_headache|dizziness_or_lightheadedness_cold_hands_and_feet_inflammation_or_soreness_of_your_tongue_brittle_nails_unusual_cravings_for_non_nutritive_substances|such_as_ice|dirt_or_starch_poor_appetite|especially_in_infants_and_children_with_iron_deficiency_anemia,"initially, iron deficiency anemia can be so mild that it goes unnoticed. but as the body becomes more deficient in iron and anemia worsens, the signs and symptoms intensify. iron deficiency anemia signs and symptoms may include: extreme fatigue weakness pale skin chest pain, fast heartbeat or shortness of breath headache, dizziness or lightheadedness cold hands and feet inflammation or soreness of your tongue brittle nails unusual cravings for non nutritive substances, such as ice, dirt or starch poor appetite, especially in infants and children with iron deficiency anemia",8
fhai50032_symptoms_to_disease_7k,Irritable Bowel Syndrome,"symptoms_of_ibs_vary_but_are_usually_present_for_a_long_time._the_most_common_include:_ibs_abdominal_pain|cramping_or_bloating_that_is_related_to_passing_a_bowel_movement_changes_in_appearance_of_bowel_movement_changes_in_how_often_you_are_having_a_bowel_movement_other_symptoms_that_are_often_related_include_sensation_of_incomplete_evacuation_and_increased_gas_or_mucus_in_the_stool._video:_how_irritable_bowel_syndrome_affects_you_video:_how_irritable_bowel_syndrome_affects_you_(function_()_{_kwidget.embed({""targetid"":""kaltura_video_1_gx18hy28""|""wid"":""_1825021""|""uiconf_id"":44373111|""flashvars"":{""iframecustomplugincss1"":""/_/media/kcms/ux/css/kaltura_player.css""|""localizationcode"":""auto""|""autoplay"":false}|""cache_st"":20200805|""entry_id"":""1_gx18hy28""|""readycallback"":_function(playerid)_{var_kdp_=_document.getelementbyid(playerid);_kdp.addjslistener('doplay'|'doplaycallback');_window.inlinereadycallbackcalled_=_playerid;_}});_})();_show_transcript_for_video_video:_how_irritable_bowel_syndrome_affects_you_ibs_is_a_functional_disorder._even_though_the_digestive_tract_looks_normal|it_doesn't_function_as_it_should._muscles_in_the_intestines_move_food_from_the_stomach_to_the_rectum._normally|they_contract_and_relax_in_a_gentle_rhythm_that_moves_the_food_along_in_a_fairly_predictable_schedule._but_with_some_people|the_muscles_in_the_intestines_spasm._that_means_the_contractions_are_longer_and_stronger_than_normal._those_spasms_are_painful._they_also_disrupt_the_movement_of_food_through_the_intestines._if_they_slow_it_down|you_become_constipated._if_they_cause_it_to_move_through_too_quickly|you_get_diarrhea._it's_not_unusual_for_people_to_alternate_between_the_two._another_cause_of_discomfort_for_people_with_ibs_results_from_oversensitive_nerve_endings_in_the_digestive_tract._small_bubbles_of_gas_that_wouldn't_bother_most_people_might_be_quite_painful_for_you._your_heightened_sensitivity_can_also_lead_to_swelling_and_bloating.","symptoms of ibs vary but are usually present for a long time. the most common include: ibs abdominal pain, cramping or bloating that is related to passing a bowel movement changes in appearance of bowel movement changes in how often you are having a bowel movement other symptoms that are often related include sensation of incomplete evacuation and increased gas or mucus in the stool. video: how irritable bowel syndrome affects you video: how irritable bowel syndrome affects you (function () { kwidget.embed({""targetid"":""kaltura video 1 gx18hy28"", ""wid"":"" 1825021"", ""uiconf id"":44373111, ""flashvars"":{""iframecustomplugincss1"":""/ /media/kcms/ux/css/kaltura player.css"", ""localizationcode"":""auto"", ""autoplay"":false}, ""cache st"":20200805, ""entry id"":""1 gx18hy28"", ""readycallback"": function(playerid) {var kdp = document.getelementbyid(playerid); kdp.addjslistener('doplay', 'doplaycallback'); window.inlinereadycallbackcalled = playerid; }}); })(); show transcript for video video: how irritable bowel syndrome affects you ibs is a functional disorder. even though the digestive tract looks normal, it doesn't function as it should. muscles in the intestines move food from the stomach to the rectum. normally, they contract and relax in a gentle rhythm that moves the food along in a fairly predictable schedule. but with some people, the muscles in the intestines spasm. that means the contractions are longer and stronger than normal. those spasms are painful. they also disrupt the movement of food through the intestines. if they slow it down, you become constipated. if they cause it to move through too quickly, you get diarrhea. it's not unusual for people to alternate between the two. another cause of discomfort for people with ibs results from oversensitive nerve endings in the digestive tract. small bubbles of gas that wouldn't bother most people might be quite painful for you. your heightened sensitivity can also lead to swelling and bloating.",16
fhai50032_symptoms_to_disease_7k,Ischemic Colitis,symptoms_of_ischemic_colitis_can_include:_pain|tenderness_or_cramping_in_your_belly|which_can_occur_suddenly_or_happen_over_time_bright_red_or_maroon_blood_in_your_stool_or|at_times|passage_of_blood_alone_without_stool_a_feeling_of_urgency_to_move_your_bowels_diarrhea_nausea_the_risk_of_severe_complications_is_higher_when_you_have_symptoms_on_the_right_side_of_your_belly._this_is_less_commonly_seen_compared_with_left_sided_colitis._people_with_right_sided_colitis_tend_to_have_more_underlying_medical_problems|such_as_high_blood_pressure|atrial_fibrillation_and_kidney_disease._they_more_frequently_have_to_undergo_surgery_and_also_have_a_higher_risk_of_death.,"symptoms of ischemic colitis can include: pain, tenderness or cramping in your belly, which can occur suddenly or happen over time bright red or maroon blood in your stool or, at times, passage of blood alone without stool a feeling of urgency to move your bowels diarrhea nausea the risk of severe complications is higher when you have symptoms on the right side of your belly. this is less commonly seen compared with left sided colitis. people with right sided colitis tend to have more underlying medical problems, such as high blood pressure, atrial fibrillation and kidney disease. they more frequently have to undergo surgery and also have a higher risk of death.",7
fhai50032_symptoms_to_disease_7k,Itchy Skin,itchy_skin_can_affect_small_areas|such_as_the_scalp|an_arm_or_a_leg._or_it_can_cover_the_whole_body._itchy_skin_can_occur_without_any_other_noticeable_changes_on_the_skin._or_it_may_come_with:_inflamed_skin_scratch_marks_bumps|spots_or_blisters_dry|cracked_skin_leathery_or_scaly_patches_sometimes_itchiness_lasts_a_long_time_and_can_be_intense._as_you_rub_or_scratch_the_area|it_gets_itchier._and_the_more_it_itches|the_more_you_scratch._breaking_this_itch_scratch_cycle_can_be_difficult.,"itchy skin can affect small areas, such as the scalp, an arm or a leg. or it can cover the whole body. itchy skin can occur without any other noticeable changes on the skin. or it may come with: inflamed skin scratch marks bumps, spots or blisters dry, cracked skin leathery or scaly patches sometimes itchiness lasts a long time and can be intense. as you rub or scratch the area, it gets itchier. and the more it itches, the more you scratch. breaking this itch scratch cycle can be difficult.",7
fhai50032_symptoms_to_disease_7k,Jaundice,i've_been_feeling_really_itchy_all_over|and_i've_been_throwing_up._i'm_also_really_tired|and_i've_lost_a_lot_of_weight._my_skin_and_my_pee_are_both_yellow|and_my_stomach_hurts.,"i've been feeling really itchy all over, and i've been throwing up. i'm also really tired, and i've lost a lot of weight. my skin and my pee are both yellow, and my stomach hurts.",4
fhai50032_symptoms_to_disease_7k,Jaundice,i've_been_feeling_really_itchy_all_over|and_i've_been_throwing_up._i've_also_lost_a_lot_of_weight|and_i'm_always_tired._my_skin_and_my_pee_are_both_yellow|and_my_stomach_hurts.,"i've been feeling really itchy all over, and i've been throwing up. i've also lost a lot of weight, and i'm always tired. my skin and my pee are both yellow, and my stomach hurts.",4
fhai50032_symptoms_to_disease_7k,Jaundice,i've_been_feeling_really_itchy_and_sick_to_my_stomach._i've_lost_a_lot_of_weight_and_i'm_exhausted._my_skin_is_yellow_and_i_have_a_fever._my_urine_is_dark_and_i've_been_having_stomach_pain.,i've been feeling really itchy and sick to my stomach. i've lost a lot of weight and i'm exhausted. my skin is yellow and i have a fever. my urine is dark and i've been having stomach pain.,1
fhai50032_symptoms_to_disease_7k,Jaundice,i've_been_feeling_really_itchy|sick_to_my_stomach|and_tired._i've_also_had_a_fever_and_lost_weight._my_skin_and_urine_have_turned_yellow|and_my_stomach_hurts.,"i've been feeling really itchy, sick to my stomach, and tired. i've also had a fever and lost weight. my skin and urine have turned yellow, and my stomach hurts.",4
fhai50032_symptoms_to_disease_7k,Jaundice,i've_been_feeling_really_scratchy|dizzy|and_worn_out._i've_lost_weight_and_have_a_fever._my_urine_is_dark|and_my_skin_has_turned_yellow._i_also_get_stomach_pain.,"i've been feeling really scratchy, dizzy, and worn out. i've lost weight and have a fever. my urine is dark, and my skin has turned yellow. i also get stomach pain.",4
fhai50032_symptoms_to_disease_7k,Jaundice,i've_been_feeling_really_scratchy|dizzy|and_worn_out._i've_lost_weight_and_have_a_temperature._my_urine_is_dark|and_my_skin_has_turned_yellow._i_also_have_stomach_pain.,"i've been feeling really scratchy, dizzy, and worn out. i've lost weight and have a temperature. my urine is dark, and my skin has turned yellow. i also have stomach pain.",4
fhai50032_symptoms_to_disease_7k,Jaundice,i've_been_feeling_really_sick._i've_been_throwing_up_and_i'm_itchy._i've_also_lost_a_lot_of_weight_and_i'm_exhausted._my_skin_has_turned_yellow_and_my_fever_is_high._i_also_have_stomach_ache_and_my_urine_is_dark.,i've been feeling really sick. i've been throwing up and i'm itchy. i've also lost a lot of weight and i'm exhausted. my skin has turned yellow and my fever is high. i also have stomach ache and my urine is dark.,1
fhai50032_symptoms_to_disease_7k,Jaundice,i've_been_feeling_really_sick._i've_had_a_fever|i've_been_losing_weight|and_i've_been_feeling_really_tired._my_skin_and_my_urine_have_turned_yellow|and_i've_been_having_stomach_pain.,"i've been feeling really sick. i've had a fever, i've been losing weight, and i've been feeling really tired. my skin and my urine have turned yellow, and i've been having stomach pain.",4
fhai50032_symptoms_to_disease_7k,Jaundice,i've_been_feeling_really_sick._i've_had_a_fever|lost_weight|and_i've_been_really_tired._my_skin_and_my_urine_have_turned_yellow._i've_also_been_having_stomach_pain.,"i've been feeling really sick. i've had a fever, lost weight, and i've been really tired. my skin and my urine have turned yellow. i've also been having stomach pain.",3
fhai50032_symptoms_to_disease_7k,Jaundice,i've_been_feeling_really_sick._i've_lost_weight|have_a_fever|and_i'm_so_tired._my_skin_is_yellow|and_my_urine_is_dark._i've_also_been_having_stomach_pain.,"i've been feeling really sick. i've lost weight, have a fever, and i'm so tired. my skin is yellow, and my urine is dark. i've also been having stomach pain.",4
fhai50032_symptoms_to_disease_7k,Jaundice,i've_been_feeling_really_sick_and_tired._i've_also_had_a_fever_and_lost_a_lot_of_weight._my_skin_and_urine_have_both_turned_yellow._i've_also_been_having_some_stomach_pain.,i've been feeling really sick and tired. i've also had a fever and lost a lot of weight. my skin and urine have both turned yellow. i've also been having some stomach pain.,1
fhai50032_symptoms_to_disease_7k,Jaundice,i've_been_feeling_really_sick_and_tired._i've_lost_weight_and_have_a_fever._my_urine_is_dark_and_my_skin_is_yellow._i've_also_been_having_stomach_pain.,i've been feeling really sick and tired. i've lost weight and have a fever. my urine is dark and my skin is yellow. i've also been having stomach pain.,1
fhai50032_symptoms_to_disease_7k,Jaundice,i've_been_feeling_really_sick_and_tired._i've_lost_weight_and_have_a_fever._my_urine_is_dark_and_my_skin_is_yellow._i_also_have_stomach_pain.,i've been feeling really sick and tired. i've lost weight and have a fever. my urine is dark and my skin is yellow. i also have stomach pain.,1
fhai50032_symptoms_to_disease_7k,Jaundice,i've_been_feeling_really_sick_lately._i've_been_itchy_and_throwing_up|and_i've_lost_a_lot_of_weight._my_skin_has_turned_yellow|and_i've_been_having_a_high_fever._my_stomach_has_also_been_hurting.,"i've been feeling really sick lately. i've been itchy and throwing up, and i've lost a lot of weight. my skin has turned yellow, and i've been having a high fever. my stomach has also been hurting.",3
fhai50032_symptoms_to_disease_7k,Jaundice,i've_been_feeling_really_sick_lately._i've_been_throwing_up_and_i'm_itchy_all_over._i've_also_lost_a_lot_of_weight_and_i'm_really_exhausted._my_skin_has_turned_yellow_and_i_have_a_fever._my_stomach_has_been_hurting_too.,i've been feeling really sick lately. i've been throwing up and i'm itchy all over. i've also lost a lot of weight and i'm really exhausted. my skin has turned yellow and i have a fever. my stomach has been hurting too.,1
fhai50032_symptoms_to_disease_7k,Jaundice,i've_been_feeling_really_tired_and_sick_to_my_stomach._i've_also_been_losing_weight_and_have_a_fever._my_urine_is_dark_and_my_skin_has_turned_yellow._i've_also_been_having_stomach_pain.,i've been feeling really tired and sick to my stomach. i've also been losing weight and have a fever. my urine is dark and my skin has turned yellow. i've also been having stomach pain.,1
fhai50032_symptoms_to_disease_7k,Jaundice,i've_been_feeling_really_tired_and_sick_to_my_stomach._i've_also_been_losing_weight_and_have_a_fever._my_urine_is_really_dark_and_my_skin_is_yellow._i've_also_been_having_stomach_pains.,i've been feeling really tired and sick to my stomach. i've also been losing weight and have a fever. my urine is really dark and my skin is yellow. i've also been having stomach pains.,1
fhai50032_symptoms_to_disease_7k,Jaundice,i've_been_feeling_scratchy|sick|and_worn_out._i_also_had_a_high_fever_and_lost_weight._my_skin_and_urine_have_turned_yellow._i've_also_been_having_stomach_pain.,"i've been feeling scratchy, sick, and worn out. i also had a high fever and lost weight. my skin and urine have turned yellow. i've also been having stomach pain.",3
fhai50032_symptoms_to_disease_7k,Jaundice,i've_been_having_a_lot_of_itching|nausea|and_fatigue._i've_also_been_running_a_fever_and_losing_weight._my_pee_is_black|and_i've_developed_a_yellow_rash._my_stomach_hurts|too.,"i've been having a lot of itching, nausea, and fatigue. i've also been running a fever and losing weight. my pee is black, and i've developed a yellow rash. my stomach hurts, too.",5
fhai50032_symptoms_to_disease_7k,Jaundice,i've_been_having_terrible_itching_and_nausea._i've_lost_weight_and_am_really_exhausted._my_skin_is_yellow_and_i_have_a_fever._my_urine_is_dark_and_i_have_stomach_pain.,i've been having terrible itching and nausea. i've lost weight and am really exhausted. my skin is yellow and i have a fever. my urine is dark and i have stomach pain.,1
fhai50032_symptoms_to_disease_7k,Jaundice,i've_been_losing_weight_and_feeling_really_tired._my_skin_has_turned_yellow|and_i_have_a_fever._my_urine_is_dark|and_i've_been_having_stomach_pain.,"i've been losing weight and feeling really tired. my skin has turned yellow, and i have a fever. my urine is dark, and i've been having stomach pain.",3
fhai50032_symptoms_to_disease_7k,Jaundice,i've_been_losing_weight_and_feeling_sick_to_my_stomach._my_skin_is_yellow|and_i_have_a_fever._my_urine_is_dark|and_my_stomach_hurts.,"i've been losing weight and feeling sick to my stomach. my skin is yellow, and i have a fever. my urine is dark, and my stomach hurts.",3
fhai50032_symptoms_to_disease_7k,Jaundice,i've_been_losing_weight|feeling_really_tired|and_throwing_up_a_lot._my_skin_has_turned_yellow|and_i_have_a_fever._my_urine_is_dark|and_i've_been_having_stomach_pain.,"i've been losing weight, feeling really tired, and throwing up a lot. my skin has turned yellow, and i have a fever. my urine is dark, and i've been having stomach pain.",5
fhai50032_symptoms_to_disease_7k,Jaundice,i've_been_throwing_up_and_having_stomach_pain._i've_also_lost_weight_and_am_really_exhausted._i_have_a_high_fever_and_yellow_skin.,i've been throwing up and having stomach pain. i've also lost weight and am really exhausted. i have a high fever and yellow skin.,1
fhai50032_symptoms_to_disease_7k,Jaundice,i_have_been_feeling_really_sick_lately._i_have_been_itching_all_over|and_i_have_been_vomiting._i_have_also_lost_a_lot_of_weight|and_i_have_a_fever._my_skin_has_turned_yellow|and_my_urine_is_dark._i_have_also_been_having_abdominal_pain.,"i have been feeling really sick lately. i have been itching all over, and i have been vomiting. i have also lost a lot of weight, and i have a fever. my skin has turned yellow, and my urine is dark. i have also been having abdominal pain.",4
fhai50032_symptoms_to_disease_7k,Jaundice,i_have_been_feeling_really_sick_lately._i_have_been_vomiting_and_have_a_high_fever._my_skin_has_turned_yellow_and_my_urine_is_dark._i_have_also_been_experiencing_abdominal_pain._i_am_worried_that_i_might_have_something_serious.,i have been feeling really sick lately. i have been vomiting and have a high fever. my skin has turned yellow and my urine is dark. i have also been experiencing abdominal pain. i am worried that i might have something serious.,1
fhai50032_symptoms_to_disease_7k,Jaundice,i_have_been_feeling_really_sick_lately._i_have_been_vomiting|i_am_tired_all_the_time|and_i_have_lost_a_lot_of_weight._my_skin_has_turned_yellow|and_my_urine_is_dark._i_have_also_been_having_abdominal_pain.,"i have been feeling really sick lately. i have been vomiting, i am tired all the time, and i have lost a lot of weight. my skin has turned yellow, and my urine is dark. i have also been having abdominal pain.",4
fhai50032_symptoms_to_disease_7k,Jaundice,i_have_been_feeling_very_sick._i_have_been_vomiting_and_have_a_high_fever._my_skin_has_become_yellow_and_my_urine_is_dark._i_also_have_abdominal_pain.,i have been feeling very sick. i have been vomiting and have a high fever. my skin has become yellow and my urine is dark. i also have abdominal pain.,1
fhai50032_symptoms_to_disease_7k,Jaundice,i_have_been_feeling_very_sick._i_have_been_vomiting_and_have_a_high_fever._my_skin_has_turned_yellow_and_my_urine_is_dark._i_have_also_been_experiencing_abdominal_pain.,i have been feeling very sick. i have been vomiting and have a high fever. my skin has turned yellow and my urine is dark. i have also been experiencing abdominal pain.,1
fhai50032_symptoms_to_disease_7k,Jaundice,i_have_been_feeling_very_sick._i_have_been_vomiting|i_have_a_fever|and_i_have_been_itching_all_over._my_skin_has_turned_yellow|and_my_urine_is_dark._i_have_also_been_having_abdominal_pain.,"i have been feeling very sick. i have been vomiting, i have a fever, and i have been itching all over. my skin has turned yellow, and my urine is dark. i have also been having abdominal pain.",4
fhai50032_symptoms_to_disease_7k,Jaundice,i_have_been_feeling_very_sick._i_have_been_vomiting|i_have_no_energy|and_i_have_lost_weight._my_skin_is_yellow_and_my_urine_is_dark._i_have_also_been_having_abdominal_pain.,"i have been feeling very sick. i have been vomiting, i have no energy, and i have lost weight. my skin is yellow and my urine is dark. i have also been having abdominal pain.",3
fhai50032_symptoms_to_disease_7k,Jaundice,i_have_been_feeling_very_sick_for_the_past_few_days._i_have_been_vomiting|having_diarrhea|and_feeling_very_tired._my_skin_has_also_turned_yellow_and_my_urine_is_dark._i_am_also_experiencing_abdominal_pain.,"i have been feeling very sick for the past few days. i have been vomiting, having diarrhea, and feeling very tired. my skin has also turned yellow and my urine is dark. i am also experiencing abdominal pain.",3
fhai50032_symptoms_to_disease_7k,Jaundice,i_have_been_feeling_very_sick_for_the_past_few_days._i_have_been_vomiting|i_have_no_energy|and_i_have_lost_a_lot_of_weight._my_skin_has_turned_yellow_and_my_urine_is_dark._i_have_also_been_having_abdominal_pain.,"i have been feeling very sick for the past few days. i have been vomiting, i have no energy, and i have lost a lot of weight. my skin has turned yellow and my urine is dark. i have also been having abdominal pain.",3
fhai50032_symptoms_to_disease_7k,Jaundice,i_have_been_feeling_very_sick_lately._i_have_been_having_a_lot_of_itching|vomiting|and_fatigue._i_have_also_lost_a_lot_of_weight_and_have_a_high_fever._my_skin_has_turned_yellow_and_my_urine_is_dark._i_have_also_been_having_some_abdominal_pain.,"i have been feeling very sick lately. i have been having a lot of itching, vomiting, and fatigue. i have also lost a lot of weight and have a high fever. my skin has turned yellow and my urine is dark. i have also been having some abdominal pain.",3
fhai50032_symptoms_to_disease_7k,Jaundice,i_have_been_feeling_very_sick_lately._i_have_been_having_severe_itching|vomiting|and_fatigue._i_have_also_lost_weight_and_have_a_high_fever._my_skin_has_turned_yellow_and_my_urine_is_dark._i_am_also_experiencing_abdominal_pain.,"i have been feeling very sick lately. i have been having severe itching, vomiting, and fatigue. i have also lost weight and have a high fever. my skin has turned yellow and my urine is dark. i am also experiencing abdominal pain.",3
fhai50032_symptoms_to_disease_7k,Jaundice,i_have_been_feeling_very_sick_lately._i_have_been_vomiting_and_have_a_high_fever._i_have_also_lost_a_lot_of_weight_and_my_skin_has_become_yellow._i_have_been_feeling_very_tired_and_have_been_having_abdominal_pain.,i have been feeling very sick lately. i have been vomiting and have a high fever. i have also lost a lot of weight and my skin has become yellow. i have been feeling very tired and have been having abdominal pain.,1
fhai50032_symptoms_to_disease_7k,Jaundice,i_have_been_having_intense_itching_all_over_my_body._i_have_also_been_vomiting_and_feeling_very_tired._i_have_lost_a_lot_of_weight_and_have_a_high_fever._my_skin_has_turned_yellow_and_my_urine_is_dark._i_have_also_been_having_abdominal_pain.,i have been having intense itching all over my body. i have also been vomiting and feeling very tired. i have lost a lot of weight and have a high fever. my skin has turned yellow and my urine is dark. i have also been having abdominal pain.,1
fhai50032_symptoms_to_disease_7k,Jaundice,itching|fatigue|weight_loss|high_fever|yellowish_skin|dark_urine|abdominal_pain,"itching, fatigue, weight loss, high fever, yellowish skin, dark urine, abdominal pain",7
fhai50032_symptoms_to_disease_7k,Jaundice,itching|vomiting|fatigue|high_fever|yellowish_skin|dark_urine|abdominal_pain,"itching, vomiting, fatigue, high fever, yellowish skin, dark urine, abdominal pain",7
